"TIME","CH1","CH2","CH3"
-6.52e-04,-1.28,2.1,0.8
-6.50e-04,-1.36,2.4,0.8
-6.48e-04,-1.36,2.2,0.8
-6.46e-04,-1.3,2.3,0.64
-6.44e-04,-1.36,2.2,0.72
-6.42e-04,-1.3,2.2,0.64
-6.40e-04,-1.28,2.1,0.68
-6.38e-04,-1.3,2.4,0.72
-6.36e-04,-1.38,2.3,0.84
-6.34e-04,-1.34,2.1,0.68
-6.32e-04,-1.3,2.2,0.76
-6.30e-04,-1.32,2.1,0.76
-6.28e-04,-1.26,2.3,0.72
-6.26e-04,-1.32,2.4,0.72
-6.24e-04,-1.26,2.2,0.76
-6.22e-04,-1.36,2.4,0.64
-6.20e-04,-1.28,2.3,0.72
-6.18e-04,-1.26,2.2,0.76
-6.16e-04,-1.34,2.5,0.72
-6.14e-04,-1.36,2.3,0.76
-6.12e-04,-1.28,2,0.68
-6.10e-04,-1.36,2.4,0.76
-6.08e-04,-1.28,2.3,0.76
-6.06e-04,-1.38,2.4,0.68
-6.04e-04,-1.24,2.2,0.72
-6.02e-04,-1.32,2.3,0.72
-6.00e-04,-1.32,2.4,0.68
-5.98e-04,-1.34,2.3,0.6
-5.96e-04,-1.32,2.1,0.76
-5.94e-04,-1.34,2.4,0.72
-5.92e-04,-1.32,2.4,0.64
-5.90e-04,-1.28,2.5,0.76
-5.88e-04,-1.3,2.4,0.76
-5.86e-04,-1.26,2.3,0.6
-5.84e-04,-1.34,2.2,0.72
-5.82e-04,-1.28,2.2,0.64
-5.80e-04,-1.3,2.2,0.76
-5.78e-04,-1.3,2.4,0.72
-5.76e-04,-1.32,2.3,0.64
-5.74e-04,-1.3,2.2,0.68
-5.72e-04,-1.32,2.3,0.8
-5.70e-04,-1.3,2.2,0.64
-5.68e-04,-1.24,2,0.76
-5.66e-04,-1.3,2.2,0.64
-5.64e-04,-1.26,2,0.68
-5.62e-04,-1.3,2.4,0.76
-5.60e-04,-1.36,2.3,0.6
-5.58e-04,-1.24,2.3,0.76
-5.56e-04,-1.22,2.2,0.6
-5.54e-04,-1.26,2,0.72
-5.52e-04,-1.28,2.2,0.76
-5.50e-04,-1.3,2.1,0.64
-5.48e-04,-1.28,2.2,0.76
-5.46e-04,-1.3,2.2,0.64
-5.44e-04,-1.26,2.1,0.68
-5.42e-04,-1.28,2.1,0.68
-5.40e-04,-1.26,2.2,0.64
-5.38e-04,-1.28,2.4,0.68
-5.36e-04,-1.28,2.4,0.64
-5.34e-04,-1.28,1.9,0.6
-5.32e-04,-1.24,2.3,0.76
-5.30e-04,-1.22,2.2,0.76
-5.28e-04,-1.28,2.3,0.64
-5.26e-04,-1.32,2.5,0.72
-5.24e-04,-1.22,2.4,0.72
-5.22e-04,-1.3,2.3,0.6
-5.20e-04,-1.3,2.2,0.64
-5.18e-04,-1.26,2.4,0.68
-5.16e-04,-1.2,2.1,0.68
-5.14e-04,-1.24,2.2,0.68
-5.12e-04,-1.26,2.2,0.68
-5.10e-04,-1.28,2.2,0.68
-5.08e-04,-1.32,2.1,0.72
-5.06e-04,-1.26,2.5,0.52
-5.04e-04,-1.26,2.2,0.68
-5.02e-04,-1.24,2.3,0.6
-5.00e-04,-1.26,2.2,0.64
-4.98e-04,-1.26,2.3,0.6
-4.96e-04,-1.26,2.2,0.6
-4.94e-04,-1.26,2.4,0.68
-4.92e-04,-1.26,2.2,0.64
-4.90e-04,-1.32,2.4,0.56
-4.88e-04,-1.24,2.1,0.64
-4.86e-04,-1.28,2.2,0.64
-4.84e-04,-1.32,2.2,0.6
-4.82e-04,-1.24,2.5,0.68
-4.80e-04,-1.24,2.5,0.56
-4.78e-04,-1.2,2.5,0.68
-4.76e-04,-1.28,2.2,0.56
-4.74e-04,-1.24,2.2,0.64
-4.72e-04,-1.24,2.1,0.48
-4.70e-04,-1.2,2.3,0.68
-4.68e-04,-1.26,2.2,0.64
-4.66e-04,-1.22,2.3,0.6
-4.64e-04,-1.24,2.4,0.68
-4.62e-04,-1.28,2.1,0.64
-4.60e-04,-1.22,2.4,0.6
-4.58e-04,-1.18,2.2,0.68
-4.56e-04,-1.28,2.1,0.52
-4.54e-04,-1.24,2.2,0.68
-4.52e-04,-1.32,2.1,0.6
-4.50e-04,-1.22,2.3,0.6
-4.48e-04,-1.28,2.4,0.64
-4.46e-04,-1.28,2.5,0.64
-4.44e-04,-1.2,2.2,0.6
-4.42e-04,-1.22,2.4,0.6
-4.40e-04,-1.24,2.1,0.64
-4.38e-04,-1.24,2.3,0.6
-4.36e-04,-1.24,2.2,0.64
-4.34e-04,-1.18,2.1,0.52
-4.32e-04,-1.24,2.1,0.64
-4.30e-04,-1.22,2.1,0.56
-4.28e-04,-1.22,2.3,0.6
-4.26e-04,-1.2,2.2,0.56
-4.24e-04,-1.18,2,0.56
-4.22e-04,-1.18,2.1,0.68
-4.20e-04,-1.22,2,0.64
-4.18e-04,-1.18,2.2,0.6
-4.16e-04,-1.24,2.2,0.64
-4.14e-04,-1.16,2.2,0.52
-4.12e-04,-1.22,2.2,0.6
-4.10e-04,-1.18,2.2,0.68
-4.08e-04,-1.2,2.5,0.6
-4.06e-04,-1.16,2.4,0.48
-4.04e-04,-1.24,2.2,0.56
-4.02e-04,-1.24,2.5,0.56
-4.00e-04,-1.22,2.2,0.56
-3.98e-04,-1.2,2.3,0.6
-3.96e-04,-1.24,2.5,0.6
-3.94e-04,-1.12,2.1,0.6
-3.92e-04,-1.22,2.3,0.48
-3.90e-04,-1.24,2,0.52
-3.88e-04,-1.18,2.2,0.64
-3.86e-04,-1.14,2.3,0.56
-3.84e-04,-1.1,2.1,0.48
-3.82e-04,-1.22,2.5,0.6
-3.80e-04,-1.26,2.2,0.56
-3.78e-04,-1.22,2.1,0.56
-3.76e-04,-1.22,2.1,0.6
-3.74e-04,-1.16,2.2,0.64
-3.72e-04,-1.16,2.4,0.56
-3.70e-04,-1.18,2.2,0.6
-3.68e-04,-1.22,2.2,0.52
-3.66e-04,-1.24,2.2,0.56
-3.64e-04,-1.18,2.3,0.56
-3.62e-04,-1.24,2.5,0.48
-3.60e-04,-1.18,2.2,0.56
-3.58e-04,-1.16,2.2,0.52
-3.56e-04,-1.16,2.1,0.56
-3.54e-04,-1.14,2.1,0.56
-3.52e-04,-1.2,2.2,0.56
-3.50e-04,-1.2,2.3,0.6
-3.48e-04,-1.12,2.3,0.64
-3.46e-04,-1.14,2.2,0.52
-3.44e-04,-1.16,2.3,0.44
-3.42e-04,-1.12,2.3,0.6
-3.40e-04,-1.16,2.2,0.56
-3.38e-04,-1.2,2.2,0.56
-3.36e-04,-1.18,2.2,0.52
-3.34e-04,-1.14,2.2,0.6
-3.32e-04,-1.16,2,0.56
-3.30e-04,-1.18,2.4,0.6
-3.28e-04,-1.14,2.3,0.56
-3.26e-04,-1.08,2.4,0.44
-3.24e-04,-1.18,2.3,0.64
-3.22e-04,-1.12,2.3,0.52
-3.20e-04,-1.16,2.1,0.56
-3.18e-04,-1.16,2.2,0.52
-3.16e-04,-1.2,2.2,0.64
-3.14e-04,-1.08,2.2,0.44
-3.12e-04,-1.14,2.2,0.52
-3.10e-04,-1.14,2,0.56
-3.08e-04,-1.12,2.3,0.48
-3.06e-04,-1.12,2.5,0.44
-3.04e-04,-1.14,1.9,0.48
-3.02e-04,-1.12,2.2,0.48
-3.00e-04,-1.14,2.3,0.48
-2.98e-04,-1.1,2.1,0.48
-2.96e-04,-1.12,2.1,0.48
-2.94e-04,-1.2,2,0.52
-2.92e-04,-1.14,2.1,0.52
-2.90e-04,-1.1,2.2,0.44
-2.88e-04,-1.14,2.2,0.44
-2.86e-04,-1.14,2.1,0.52
-2.84e-04,-1.12,2.4,0.4
-2.82e-04,-1.14,2.2,0.56
-2.80e-04,-1.14,2.2,0.48
-2.78e-04,-1.12,2.2,0.48
-2.76e-04,-1.16,2.1,0.48
-2.74e-04,-1.14,2.2,0.48
-2.72e-04,-1.2,2.1,0.52
-2.70e-04,-1.18,2,0.48
-2.68e-04,-1.1,2,0.48
-2.66e-04,-1.14,2.2,0.52
-2.64e-04,-1.14,2.1,0.6
-2.62e-04,-1.16,2.5,0.56
-2.60e-04,-1.12,2.2,0.48
-2.58e-04,-1.2,2.2,0.44
-2.56e-04,-1.12,2.3,0.52
-2.54e-04,-1.1,2.2,0.48
-2.52e-04,-1.18,2.2,0.44
-2.50e-04,-1.14,2.3,0.44
-2.48e-04,-1.2,2.4,0.48
-2.46e-04,-1.12,2.1,0.48
-2.44e-04,-1.14,2.1,0.56
-2.42e-04,-1.1,2.3,0.36
-2.40e-04,-1.06,2.2,0.4
-2.38e-04,-1.06,2.2,0.48
-2.36e-04,-1.14,2.5,0.56
-2.34e-04,-1.14,2.3,0.52
-2.32e-04,-1.06,2,0.52
-2.30e-04,-1.08,2.3,0.44
-2.28e-04,-1.1,2.2,0.4
-2.26e-04,-1.16,2.1,0.44
-2.24e-04,-1.04,2.1,0.48
-2.22e-04,-1.08,2.2,0.48
-2.20e-04,-1.1,2.5,0.4
-2.18e-04,-1.08,2.2,0.32
-2.16e-04,-1.14,2.3,0.44
-2.14e-04,-1.1,2.2,0.52
-2.12e-04,-1.08,2.3,0.44
-2.10e-04,-1.12,2.5,0.44
-2.08e-04,-1.14,2.1,0.44
-2.06e-04,-1.1,2.3,0.48
-2.04e-04,-1.1,2.3,0.48
-2.02e-04,-1.1,2.1,0.48
-2.00e-04,-1.04,2.2,0.48
-1.98e-04,-1.12,2,0.44
-1.96e-04,-1.06,2.5,0.48
-1.94e-04,-1.08,2.3,0.44
-1.92e-04,-1.1,2.1,0.36
-1.90e-04,-1.1,2.2,0.44
-1.88e-04,-1.12,2.2,0.44
-1.86e-04,-1.12,2.2,0.56
-1.84e-04,-1.12,2.2,0.48
-1.82e-04,-1.1,2.5,0.48
-1.80e-04,-1.08,2.2,0.36
-1.78e-04,-1.12,2,0.44
-1.76e-04,-1.1,2.3,0.4
-1.74e-04,-1.08,2.2,0.44
-1.72e-04,-1.14,2.3,0.48
-1.70e-04,-1.12,2.3,0.44
-1.68e-04,-1.1,2.1,0.44
-1.66e-04,-1.06,2,0.44
-1.64e-04,-1.06,2,0.4
-1.62e-04,-1.04,2.3,0.44
-1.60e-04,-1.08,2,0.36
-1.58e-04,-1.1,2.3,0.44
-1.56e-04,-1.06,2.4,0.4
-1.54e-04,-1.1,2.1,0.44
-1.52e-04,-1.06,2.4,0.4
-1.50e-04,-1.06,2.1,0.36
-1.48e-04,-1.1,2.1,0.36
-1.46e-04,-1.12,2.3,0.36
-1.44e-04,-1.08,2.4,0.44
-1.42e-04,-1.06,2.1,0.36
-1.40e-04,-1.12,2.3,0.44
-1.38e-04,-1.08,1.9,0.44
-1.36e-04,-1.1,2.2,0.4
-1.34e-04,-1.08,2.2,0.4
-1.32e-04,-1.08,2.1,0.36
-1.30e-04,-1.14,2.3,0.36
-1.28e-04,-1.04,2,0.48
-1.26e-04,-1.08,2.1,0.44
-1.24e-04,-1.02,2.3,0.36
-1.22e-04,-1.16,2.3,0.36
-1.20e-04,-1.1,2.1,0.48
-1.18e-04,-1.08,2.3,0.4
-1.16e-04,-1.08,2.5,0.4
-1.14e-04,-1.06,2,0.28
-1.12e-04,-1.08,2.3,0.36
-1.10e-04,-1.1,2.3,0.36
-1.08e-04,-1.02,2.2,0.44
-1.06e-04,-1.1,2.1,0.4
-1.04e-04,-1.06,2.1,0.36
-1.02e-04,-1.1,2.5,0.4
-1.0e-04,-1.02,2.3,0.48
-9.8e-05,-1.08,2.2,0.44
-9.6e-05,-1.1,2.5,0.36
-9.4e-05,-1.04,2.1,0.44
-9.2e-05,-1.06,2.4,0.32
-9.0e-05,-1.1,2.2,0.32
-8.8e-05,-1.02,2.4,0.36
-8.6e-05,-1,2.3,0.36
-8.4e-05,-1.04,2.1,0.24
-8.2e-05,-0.98,2.2,0.44
-8.0e-05,-0.98,2.4,0.36
-7.8e-05,-1.04,2.4,0.32
-7.6e-05,-1.02,2.2,0.4
-7.4e-05,-1.04,2.1,0.44
-7.2e-05,-1.04,2.3,0.32
-7.0e-05,-1.06,2,0.36
-6.8e-05,-0.96,2.3,0.32
-6.6e-05,-1.06,2.2,0.32
-6.4e-05,-1.02,2.2,0.32
-6.2e-05,-0.98,2.3,0.32
-6.0e-05,-1,2.1,0.28
-5.8e-05,-1.04,2.2,0.48
-5.6e-05,-0.98,1.9,0.32
-5.4e-05,-1.06,2.1,0.4
-5.2e-05,-1.02,2.2,0.36
-5.0e-05,-1.02,2.4,0.32
-4.8e-05,-1.1,2.3,0.36
-4.6e-05,-1.02,2.1,0.44
-4.4e-05,-1.06,2.2,0.28
-4.2e-05,-1.1,2.1,0.4
-4.0e-05,-1.02,2.2,0.44
-3.8e-05,-0.98,2.2,0.36
-3.6e-05,-1,2,0.28
-3.4e-05,-1.06,2.3,0.2
-3.2e-05,-1.04,2,0.36
-3.0e-05,-1.02,2.5,0.48
-2.8e-05,-0.94,2.2,0.36
-2.6e-05,-0.96,2.4,0.36
-2.4e-05,-1.04,2,0.32
-2.2e-05,-1.06,2.4,0.28
-2.0e-05,-1.02,2.2,0.44
-1.8e-05,-1.04,2.2,0.32
-1.6e-05,-1,2.3,0.36
-1.4e-05,-1,2.4,0.36
-1.2e-05,-0.98,2.2,0.36
-1e-05,-0.98,2.2,0.24
-8e-06,-1,2.3,0.28
-6e-06,-0.98,2.2,0.36
-4e-06,-0.96,2.1,0.36
-2e-06,-1,2.3,0.44
0.0e+00,-1.06,2.2,0.32
2e-06,-1,2.5,0.4
4e-06,-0.98,2.3,0.24
6e-06,-0.96,2.1,0.4
8e-06,-1.04,2.1,0.28
1e-05,-1,2.1,0.32
1.2e-05,-1.02,2.1,0.32
1.4e-05,-1.02,2.3,0.4
1.6e-05,-0.96,2.1,0.32
1.8e-05,-0.98,2.3,0.32
2.0e-05,-0.98,2,0.32
2.2e-05,-0.94,2.4,0.32
2.4e-05,-1.02,2.2,0.28
2.6e-05,-1.02,2.2,0.28
2.8e-05,-0.94,2.5,0.24
3.0e-05,-0.98,2.3,0.24
3.2e-05,-1.02,1.9,0.24
3.4e-05,-0.98,2.2,0.32
3.6e-05,-0.92,2.3,0.28
3.8e-05,-0.96,2,0.28
4.0e-05,-0.94,2.1,0.24
4.2e-05,-0.92,2.3,0.28
4.4e-05,-1.04,2.5,0.28
4.6e-05,-0.96,2.2,0.32
4.8e-05,-1.02,2.2,0.32
5.0e-05,-0.94,2.4,0.36
5.2e-05,-0.98,2.1,0.2
5.4e-05,-0.98,2.1,0.36
5.6e-05,-0.96,2.3,0.28
5.8e-05,-0.98,2.1,0.32
6.0e-05,-1,2.3,0.24
6.2e-05,-0.98,2.4,0.28
6.4e-05,-1.02,2,0.32
6.6e-05,-0.98,2.3,0.28
6.8e-05,-0.98,2.3,0.28
7.0e-05,-0.96,2.2,0.2
7.2e-05,-0.9,2.4,0.2
7.4e-05,-0.98,2.1,0.24
7.6e-05,-0.94,2.3,0.32
7.8e-05,-1.02,2.2,0.28
8.0e-05,-0.96,2.1,0.24
8.2e-05,-1,2.2,0.36
8.4e-05,-0.96,2.1,0.28
8.6e-05,-1.02,2.1,0.32
8.8e-05,-0.92,2.3,0.24
9.0e-05,-0.92,2.3,0.2
9.2e-05,-0.94,2,0.16
9.4e-05,-0.98,2.3,0.28
9.6e-05,-0.84,2,0.24
9.8e-05,-0.96,2.2,0.36
1.0e-04,-0.98,2.1,0.24
1.02e-04,-0.94,2,0.24
1.04e-04,-0.88,2.1,0.16
1.06e-04,-0.92,2.1,0.28
1.08e-04,-0.94,2.4,0.24
1.10e-04,-0.92,2.1,0.24
1.12e-04,-0.94,2.2,0.24
1.14e-04,-0.96,2.1,0.24
1.16e-04,-0.94,2.2,0.28
1.18e-04,-0.94,2.1,0.2
1.20e-04,-0.9,2.3,0.2
1.22e-04,-0.94,2.3,0.2
1.24e-04,-0.88,2,0.28
1.26e-04,-0.94,2.1,0.2
1.28e-04,-0.84,2,0.2
1.30e-04,-0.98,2.3,0.32
1.32e-04,-0.9,2.2,0.12
1.34e-04,-0.94,2.2,0.2
1.36e-04,-0.88,2.3,0.28
1.38e-04,-0.94,2.3,0.12
1.40e-04,-0.96,2.1,0.16
1.42e-04,-0.9,1.8,0.08
1.44e-04,-0.88,2.1,0.28
1.46e-04,-0.92,2.3,0.2
1.48e-04,-0.92,2.2,0.32
1.50e-04,-0.9,2.1,0.16
1.52e-04,-0.96,2.1,0.28
1.54e-04,-0.92,2,0.16
1.56e-04,-0.88,2.3,0.28
1.58e-04,-0.88,2.2,0.16
1.60e-04,-0.88,2.2,0.2
1.62e-04,-0.86,2.5,0.24
1.64e-04,-0.88,2.3,0.28
1.66e-04,-0.9,2.3,0.24
1.68e-04,-0.86,2.1,0.2
1.70e-04,-0.9,2.1,0.12
1.72e-04,-0.92,2.1,0.24
1.74e-04,-0.86,2.3,0.2
1.76e-04,-0.94,2.5,0.2
1.78e-04,-0.84,2.1,0.08
1.80e-04,-0.94,2.1,0.2
1.82e-04,-0.88,2.2,0.16
1.84e-04,-0.86,2.2,0.24
1.86e-04,-0.9,2.5,0.24
1.88e-04,-0.86,2.4,0.2
1.90e-04,-0.9,2.2,0.2
1.92e-04,-0.92,2.2,0.12
1.94e-04,-0.88,2.2,0.08
1.96e-04,-0.88,2.1,0.12
1.98e-04,-0.88,2,0.28
2.00e-04,-0.86,2.1,0.2
2.02e-04,-0.82,2.2,0.2
2.04e-04,-0.92,2.1,0.16
2.06e-04,-0.88,2.1,0.24
2.08e-04,-0.94,2.4,0.08
2.10e-04,-0.86,2.1,0.16
2.12e-04,-0.82,2.2,0.2
2.14e-04,-0.82,2.1,0.16
2.16e-04,-0.88,2.3,0.12
2.18e-04,-0.86,2.1,0.16
2.20e-04,-0.82,2.3,0.2
2.22e-04,-0.84,2.2,0.2
2.24e-04,-0.82,2,0.2
2.26e-04,-0.9,2.2,0.12
2.28e-04,-0.84,2.1,0.2
2.30e-04,-0.82,2.2,0.2
2.32e-04,-0.88,2.1,0.2
2.34e-04,-0.86,2.2,0.16
2.36e-04,-0.88,2,0.12
2.38e-04,-0.82,2.2,0.24
2.40e-04,-0.88,2.2,0.2
2.42e-04,-0.84,2.1,0.04
2.44e-04,-0.88,2,0.08
2.46e-04,-0.86,2.2,0.12
2.48e-04,-0.76,2.3,0.12
2.50e-04,-0.82,2.2,0.2
2.52e-04,-0.86,2.4,0.24
2.54e-04,-0.8,2,0.12
2.56e-04,-0.88,2.2,0.12
2.58e-04,-0.86,1.9,0.12
2.60e-04,-0.84,2.1,0.2
2.62e-04,-0.88,2.2,0.16
2.64e-04,-0.74,2,0.12
2.66e-04,-0.88,2.3,0.16
2.68e-04,-0.86,2.2,0.16
2.70e-04,-0.8,2.1,0.16
2.72e-04,-0.84,2.3,0.2
2.74e-04,-0.8,2.3,0.16
2.76e-04,-0.86,1.9,0.16
2.78e-04,-0.84,2.1,0.08
2.80e-04,-0.84,2.3,0.12
2.82e-04,-0.84,2.2,0.28
2.84e-04,-0.82,2.4,0.08
2.86e-04,-0.8,2,0.08
2.88e-04,-0.82,2.3,0.2
2.90e-04,-0.86,2.3,0.12
2.92e-04,-0.84,2.4,0.12
2.94e-04,-0.78,2.3,0.16
2.96e-04,-0.86,2.5,0.2
2.98e-04,-0.84,2.2,0.16
3.00e-04,-0.78,2.2,0
3.02e-04,-0.8,2.2,0.08
3.04e-04,-0.86,2,0.2
3.06e-04,-0.78,2.1,0.16
3.08e-04,-0.86,2.1,0.12
3.10e-04,-0.86,2.3,0.12
3.12e-04,-0.82,2.5,0
3.14e-04,-0.78,2.2,0.08
3.16e-04,-0.78,2.2,0.12
3.18e-04,-0.78,2.2,0.12
3.20e-04,-0.78,2.4,0.12
3.22e-04,-0.74,2.2,0.16
3.24e-04,-0.8,2.2,0.12
3.26e-04,-0.8,2.4,0.12
3.28e-04,-0.76,2.2,0.2
3.30e-04,-0.86,2.2,0.12
3.32e-04,-0.78,2.3,0.24
3.34e-04,-0.78,2.3,0.04
3.36e-04,-0.76,2.4,0.04
3.38e-04,-0.84,2.2,0.08
3.40e-04,-0.8,2.3,0.2
3.42e-04,-0.76,2.3,0.12
3.44e-04,-0.76,2.2,0.12
3.46e-04,-0.8,2.2,0.08
3.48e-04,-0.8,2.5,0.08
3.50e-04,-0.76,2.1,0.16
3.52e-04,-0.76,2.1,0.08
3.54e-04,-0.76,2.1,0.12
3.56e-04,-0.82,2.2,0.12
3.58e-04,-0.76,2,0.2
3.60e-04,-0.78,2.2,0.04
3.62e-04,-0.78,2.2,0.08
3.64e-04,-0.72,2.2,0.2
3.66e-04,-0.74,2.1,0.08
3.68e-04,-0.78,2.1,0.16
3.70e-04,-0.8,2,0.12
3.72e-04,-0.74,2.1,0.2
3.74e-04,-0.8,2.2,0.04
3.76e-04,-0.8,2.2,0.16
3.78e-04,-0.82,2.1,0.04
3.80e-04,-0.76,2.3,0.08
3.82e-04,-0.72,2.3,0.12
3.84e-04,-0.72,2.5,0.08
3.86e-04,-0.76,2.2,0.08
3.88e-04,-0.8,2.3,0.08
3.90e-04,-0.78,2.2,0.08
3.92e-04,-0.76,2.2,0.08
3.94e-04,-0.76,2.1,0.04
3.96e-04,-0.72,2.3,0
3.98e-04,-0.74,2.2,0.16
4.00e-04,-0.74,2.3,0.08
4.02e-04,-0.78,2.3,0.04
4.04e-04,-0.74,2.2,0.04
4.06e-04,-0.72,2.5,0.04
4.08e-04,-0.76,1.8,0.04
4.10e-04,-0.7,2.2,0.04
4.12e-04,-0.74,2.3,0
4.14e-04,-0.76,2.3,0.08
4.16e-04,-0.72,2,0.04
4.18e-04,-0.8,2.1,-0.08
4.20e-04,-0.8,2.2,0
4.22e-04,-0.76,2.3,0.08
4.24e-04,-0.76,2.3,0
4.26e-04,-0.66,2.1,0.08
4.28e-04,-0.7,2.1,0
4.30e-04,-0.72,2.2,0.04
4.32e-04,-0.72,2.2,0.04
4.34e-04,-0.74,2.1,0.04
4.36e-04,-0.78,2,0.04
4.38e-04,-0.72,2,0.16
4.40e-04,-0.74,2.1,0
4.42e-04,-0.72,2.3,0.04
4.44e-04,-0.76,2,0
4.46e-04,-0.72,2.2,-0.04
4.48e-04,-0.76,2.2,0.04
4.50e-04,-0.76,2.1,0.04
4.52e-04,-0.7,2.3,0.04
4.54e-04,-0.74,2,0.08
4.56e-04,-0.74,2.1,-0.08
4.58e-04,-0.74,2.3,0.04
4.60e-04,-0.68,2.1,0
4.62e-04,-0.76,2.2,0
4.64e-04,-0.68,2.3,0.08
4.66e-04,-0.72,2.3,0
4.68e-04,-0.74,2.2,0.08
4.70e-04,-0.74,2.3,-0.04
4.72e-04,-0.7,2.2,0.04
4.74e-04,-0.7,2.2,0
4.76e-04,-0.76,2.2,0.04
4.78e-04,-0.7,2.2,0.04
4.80e-04,-0.76,2.3,-0.08
4.82e-04,-0.72,2.1,-0.04
4.84e-04,-0.72,2.2,0
4.86e-04,-0.64,2.2,-0.04
4.88e-04,-0.7,2.1,0.08
4.90e-04,-0.7,2,0
4.92e-04,-0.74,2.2,0
4.94e-04,-0.66,2,-0.12
4.96e-04,-0.7,2.1,0
4.98e-04,-0.7,2.2,0
5.00e-04,-0.66,2,0
5.02e-04,-0.7,2.2,-0.08
5.04e-04,-0.66,2.4,-0.08
5.06e-04,-0.74,2.3,-0.08
5.08e-04,-0.74,2.2,-0.04
5.10e-04,-0.7,2.1,0.04
5.12e-04,-0.72,2.1,0.12
5.14e-04,-0.66,2.1,0.04
5.16e-04,-0.66,2.2,-0.08
5.18e-04,-0.7,2.1,0
5.20e-04,-0.7,2.1,-0.08
5.22e-04,-0.7,2.2,0
5.24e-04,-0.7,2.1,-0.04
5.26e-04,-0.68,2.2,0
5.28e-04,-0.68,2.3,-0.04
5.30e-04,-0.72,2.3,-0.04
5.32e-04,-0.72,2.5,-0.04
5.34e-04,-0.68,2.4,-0.08
5.36e-04,-0.68,2.2,-0.08
5.38e-04,-0.72,2.2,0.04
5.40e-04,-0.7,2.2,-0.04
5.42e-04,-0.68,2.4,-0.12
5.44e-04,-0.72,2.3,0
5.46e-04,-0.64,2.4,-0.04
5.48e-04,-0.7,2.2,-0.04
5.50e-04,-0.66,2.1,-0.08
5.52e-04,-0.68,2.2,-0.08
5.54e-04,-0.72,2.1,-0.04
5.56e-04,-0.62,2.3,0
5.58e-04,-0.64,2.2,-0.04
5.60e-04,-0.66,2,-0.04
5.62e-04,-0.7,2.3,0
5.64e-04,-0.72,2.1,-0.16
5.66e-04,-0.66,2.2,-0.08
5.68e-04,-0.64,2.2,-0.12
5.70e-04,-0.6,2.2,-0.08
5.72e-04,-0.66,2.4,-0.04
5.74e-04,-0.66,1.9,-0.08
5.76e-04,-0.6,2.1,0
5.78e-04,-0.62,2.4,-0.04
5.80e-04,-0.6,2.2,-0.08
5.82e-04,-0.68,2.1,0
5.84e-04,-0.6,2.2,-0.04
5.86e-04,-0.62,2.1,-0.04
5.88e-04,-0.64,2.3,0
5.90e-04,-0.64,2.4,-0.04
5.92e-04,-0.64,2.2,-0.08
5.94e-04,-0.64,2.2,-0.08
5.96e-04,-0.6,2.1,-0.08
5.98e-04,-0.66,2.4,-0.08
6.00e-04,-0.72,2.1,-0.08
6.02e-04,-0.6,2.4,-0.12
6.04e-04,-0.66,2.2,-0.16
6.06e-04,-0.64,2.2,0
6.08e-04,-0.58,2.4,0
6.10e-04,-0.64,2.2,-0.08
6.12e-04,-0.54,2.2,-0.12
6.14e-04,-0.58,2.2,-0.08
6.16e-04,-0.6,2.3,-0.12
6.18e-04,-0.64,2.2,0
6.20e-04,-0.58,2.2,-0.08
6.22e-04,-0.64,2.1,-0.08
6.24e-04,-0.64,2.1,-0.04
6.26e-04,-0.62,2.1,-0.04
6.28e-04,-0.68,2,-0.16
6.30e-04,-0.64,2.4,0
6.32e-04,-0.56,2.2,-0.16
6.34e-04,-0.6,2.2,-0.16
6.36e-04,-0.62,2.3,0.04
6.38e-04,-0.64,2.2,-0.12
6.40e-04,-0.64,2.4,-0.04
6.42e-04,-0.64,2,-0.08
6.44e-04,-0.6,2.1,-0.12
6.46e-04,-0.6,2.5,-0.08
6.48e-04,-0.66,2.2,-0.08
6.50e-04,-0.54,2.1,-0.08
6.52e-04,-0.58,2.2,-0.12
6.54e-04,-0.64,2,-0.12
6.56e-04,-0.58,2.4,-0.12
6.58e-04,-0.6,2,-0.08
6.60e-04,-0.6,2.2,-0.08
6.62e-04,-0.6,2.3,-0.08
6.64e-04,-0.62,2.4,-0.16
6.66e-04,-0.66,2.2,-0.2
6.68e-04,-0.54,2.4,-0.08
6.70e-04,-0.62,2.4,-0.12
6.72e-04,-0.58,2,-0.04
6.74e-04,-0.62,2.1,-0.28
6.76e-04,-0.6,2.3,-0.16
6.78e-04,-0.58,2.2,-0.12
6.80e-04,-0.6,2,-0.08
6.82e-04,-0.62,2.4,-0.16
6.84e-04,-0.62,2.4,-0.16
6.86e-04,-0.58,2.2,-0.12
6.88e-04,-0.56,2.2,-0.08
6.90e-04,-0.62,2.3,-0.2
6.92e-04,-0.54,2.4,-0.24
6.94e-04,-0.54,2.2,-0.2
6.96e-04,-0.58,2.1,-0.12
6.98e-04,-0.6,2.1,-0.12
7.00e-04,-0.58,2.4,-0.16
7.02e-04,-0.58,2.1,-0.16
7.04e-04,-0.56,2.2,-0.2
7.06e-04,-0.56,2.3,-0.12
7.08e-04,-0.58,2.4,-0.08
7.10e-04,-0.5,2.1,-0.2
7.12e-04,-0.56,2.4,-0.28
7.14e-04,-0.52,2.1,-0.16
7.16e-04,-0.58,2.1,-0.16
7.18e-04,-0.52,2.2,-0.12
7.20e-04,-0.6,2.2,-0.12
7.22e-04,-0.56,2.2,-0.12
